region,year,age_group,gender,ethnic_group,population,literacy_rate,employed,employment_rate
West,2015,0-14,Male,Group A,25906,71.92,15729,60.72
East,2021,0-14,Male,Group A,34860,85.45,14995,43.01
South,2014,15-24,Female,Group B,14964,58.01,11380,76.05
East,2012,0-14,Male,Group B,31087,94.94,21935,70.56
East,2021,65+,Male,Group B,39365,69.82,18563,47.16
East,2024,65+,Female,Group C,6958,77.53,18660,268.18
South,2024,45-64,Female,Group C,9651,60.95,10336,107.1
North,2019,15-24,Female,Group C,37434,95.66,11491,30.7
North,2019,65+,Male,Group B,6988,83.94,39209,561.09
West,2013,25-44,Female,Group A,25041,57.32,12749,50.91
West,2012,25-44,Female,Group B,22303,61.67,12221,54.8
South,2021,25-44,Female,Group C,43683,72.19,4314,9.88
Central,2020,0-14,Male,Group D,45276,64.32,2784,6.15
North,2017,0-14,Male,Group C,25218,68.1,9940,39.42
West,2012,25-44,Female,Group A,11670,97.89,34456,295.25
North,2016,45-64,Male,Group B,17930,83.32,20243,112.9
South,2016,45-64,Male,Group D,47784,94.66,30943,64.76
South,2016,0-14,Male,Group D,9760,73.74,13519,138.51
Central,2022,25-44,Male,Group A,8136,85.54,33195,408.0
Central,2016,45-64,Male,Group B,37455,74.77,21055,56.21
South,2023,0-14,Female,Group D,36608,69.11,5442,14.87
West,2011,25-44,Female,Group C,39445,77.32,24207,61.37
North,2019,15-24,Female,Group A,16441,73.37,29607,180.08
East,2012,25-44,Female,Group D,3935,97.16,15050,382.47
Central,2019,25-44,Male,Group A,28855,76.34,21512,74.55
East,2018,65+,Female,Group B,7800,89.88,14294,183.26
West,2012,65+,Female,Group B,45937,83.67,13188,28.71
Central,2011,15-24,Male,Group B,22683,75.62,13398,59.07
East,2018,15-24,Male,Group C,34233,75.39,898,2.62
West,2022,25-44,Male,Group D,7944,69.7,637,8.02
North,2019,45-64,Male,Group B,26255,59.6,22403,85.33
West,2018,15-24,Female,Group C,43894,87.74,16195,36.9
Central,2013,25-44,Male,Group B,23562,94.48,39148,166.15
South,2023,0-14,Male,Group B,15110,64.37,10076,66.68
North,2021,65+,Male,Group D,1000,94.8,18737,1873.7
East,2018,45-64,Male,Group C,5054,64.99,13102,259.24
Central,2012,25-44,Male,Group B,49701,77.79,22959,46.19
South,2016,0-14,Male,Group C,26045,69.78,27690,106.32
West,2016,65+,Female,Group C,46559,59.92,21720,46.65
South,2024,0-14,Female,Group B,7271,57.27,5478,75.34
Central,2020,25-44,Female,Group B,17999,70.71,33927,188.49
Central,2017,15-24,Male,Group A,4432,57.04,10231,230.84
South,2019,65+,Male,Group D,26555,59.48,25053,94.34
West,2024,0-14,Female,Group B,37702,61.12,20804,55.18
South,2013,15-24,Female,Group A,28200,55.08,26119,92.62
Central,2012,45-64,Female,Group D,4067,61.59,21354,525.06
Central,2012,25-44,Female,Group B,2158,79.82,9106,421.96
East,2024,25-44,Male,Group C,43336,90.24,14498,33.45
East,2021,65+,Female,Group D,47429,63.32,1547,3.26
North,2014,0-14,Male,Group C,41212,58.48,5208,12.64
Central,2020,45-64,Male,Group A,27127,86.37,24753,91.25
East,2024,65+,Male,Group B,39068,55.35,27218,69.67
South,2023,65+,Female,Group A,21260,86.57,5068,23.84
West,2010,0-14,Female,Group B,30485,60.64,31105,102.03
South,2019,45-64,Female,Group B,14908,64.82,4160,27.9
West,2012,0-14,Male,Group C,30332,60.16,10144,33.44
East,2023,25-44,Male,Group A,41285,65.64,2705,6.55
North,2015,15-24,Female,Group C,36083,89.32,23959,66.4
South,2012,25-44,Male,Group C,34238,60.7,18321,53.51
South,2014,25-44,Female,Group C,24704,97.75,19263,77.98
South,2018,65+,Male,Group A,13785,69.07,31759,230.39
West,2011,25-44,Male,Group B,33475,94.64,5960,17.8
East,2020,45-64,Male,Group B,17143,63.17,13281,77.47
South,2011,25-44,Male,Group A,5525,63.08,33326,603.19
South,2021,45-64,Male,Group B,37626,79.31,31161,82.82
North,2015,0-14,Male,Group A,17388,57.18,38921,223.84
North,2015,65+,Male,Group A,45758,89.44,34044,74.4
East,2020,45-64,Female,Group B,35027,73.9,14288,40.79
East,2020,25-44,Male,Group D,24398,85.07,7436,30.48
Central,2017,65+,Male,Group C,47569,62.51,38639,81.23
North,2021,65+,Female,Group A,14887,82.62,22348,150.12
Central,2022,45-64,Female,Group A,46935,80.55,37942,80.84
West,2020,45-64,Female,Group D,4294,87.49,36495,849.91
Central,2023,15-24,Female,Group A,4090,67.79,34043,832.35
South,2011,15-24,Male,Group A,15198,95.13,20632,135.75
Central,2018,65+,Male,Group B,12832,96.34,16912,131.8
East,2024,15-24,Female,Group B,40238,92.33,14633,36.37
West,2011,25-44,Male,Group D,10093,79.6,28008,277.5
South,2022,0-14,Female,Group A,30607,73.07,36445,119.07
Central,2010,65+,Male,Group C,31990,57.49,17586,54.97
West,2019,0-14,Male,Group B,36597,95.73,25352,69.27
West,2011,15-24,Male,Group C,11536,95.93,25102,217.6
South,2021,45-64,Male,Group C,29061,55.8,32862,113.08
Central,2016,65+,Male,Group D,14872,70.35,14902,100.2
West,2017,15-24,Female,Group D,35360,92.84,35789,101.21
West,2014,25-44,Male,Group A,19851,58.48,27057,136.3
North,2015,65+,Male,Group D,30827,63.45,18964,61.52
West,2021,65+,Male,Group B,18559,97.08,8886,47.88
North,2010,45-64,Male,Group A,27688,91.43,2616,9.45
Central,2024,65+,Male,Group A,33555,94.22,25929,77.27
Central,2015,45-64,Female,Group C,2816,61.11,32871,1167.29
Central,2021,15-24,Male,Group C,16759,64.09,2342,13.97
East,2024,25-44,Female,Group C,36106,81.03,19972,55.31
Central,2017,25-44,Male,Group A,12329,76.57,25577,207.45
West,2022,65+,Male,Group D,8637,67.84,407,4.71
South,2012,65+,Female,Group D,25002,93.01,11046,44.18
North,2020,15-24,Male,Group D,27704,93.76,21711,78.37
East,2010,45-64,Male,Group A,1765,67.54,24911,1411.39
Central,2020,25-44,Female,Group A,36251,61.7,37324,102.96
Central,2013,45-64,Male,Group A,22785,61.41,25946,113.87
South,2010,15-24,Female,Group A,24815,75.83,6224,25.08
South,2023,25-44,Female,Group A,47957,60.72,30592,63.79
East,2017,25-44,Female,Group D,47375,75.35,34404,72.62
North,2014,0-14,Male,Group A,41411,74.86,22959,55.44
Central,2010,15-24,Male,Group D,41298,93.02,26924,65.19
East,2023,15-24,Female,Group A,46390,67.74,10997,23.71
West,2017,0-14,Male,Group D,43920,79.11,25221,57.42
West,2018,45-64,Female,Group B,33879,86.97,35749,105.52
East,2019,0-14,Male,Group B,36791,80.62,33411,90.81
Central,2011,15-24,Female,Group D,27652,96.02,33534,121.27
East,2018,45-64,Male,Group B,5924,80.9,20186,340.75
Central,2017,25-44,Female,Group B,10439,93.78,18520,177.41
South,2016,0-14,Male,Group D,30753,65.54,37151,120.8
East,2012,45-64,Female,Group A,34896,79.11,38769,111.1
Central,2011,45-64,Male,Group A,13676,78.36,16221,118.61
East,2016,45-64,Female,Group D,8407,97.55,21399,254.54
East,2024,0-14,Male,Group C,3872,63.79,5700,147.21
Central,2014,25-44,Male,Group C,28072,61.06,29866,106.39
Central,2015,45-64,Female,Group B,25092,81.3,5602,22.33
North,2013,0-14,Male,Group C,13602,64.62,23571,173.29
East,2011,15-24,Male,Group B,43057,82.48,37749,87.67
West,2018,0-14,Male,Group A,26142,96.82,35654,136.39
East,2012,0-14,Male,Group D,3639,95.7,15715,431.85
East,2021,0-14,Female,Group A,12143,64.94,17787,146.48
Central,2023,45-64,Male,Group D,19143,62.35,38024,198.63
East,2016,0-14,Male,Group C,35518,79.11,7257,20.43
East,2023,15-24,Female,Group A,39389,80.23,12299,31.22
West,2017,45-64,Male,Group A,29280,83.48,22297,76.15
Central,2011,15-24,Female,Group B,41449,86.88,5383,12.99
East,2023,65+,Male,Group D,48571,80.84,20663,42.54
South,2015,0-14,Female,Group C,17167,59.81,31260,182.09
North,2020,45-64,Male,Group A,31132,88.98,16896,54.27
West,2017,45-64,Female,Group D,38993,58.42,8554,21.94
East,2016,0-14,Female,Group C,48852,55.86,18112,37.08
South,2020,25-44,Female,Group A,29908,88.1,29561,98.84
East,2012,25-44,Male,Group D,24802,78.58,22080,89.03
East,2010,15-24,Female,Group B,22121,85.04,15960,72.15
Central,2023,0-14,Male,Group A,13719,71.46,4968,36.21
Central,2015,0-14,Female,Group D,42062,55.48,24151,57.42
Central,2017,65+,Female,Group C,26439,69.23,33366,126.2
South,2015,25-44,Female,Group C,47380,81.15,17631,37.21
East,2014,25-44,Male,Group B,44812,64.71,18526,41.34
North,2020,0-14,Male,Group A,37343,84.58,27906,74.73
West,2021,15-24,Female,Group B,13278,89.16,33207,250.09
Central,2017,0-14,Female,Group D,39430,74.53,27134,68.82
Central,2011,15-24,Female,Group C,30370,92.66,39432,129.84
East,2024,25-44,Female,Group B,40904,91.76,33639,82.24
East,2021,65+,Female,Group A,22621,92.76,32424,143.34
South,2024,45-64,Female,Group D,41270,83.42,24503,59.37
South,2010,25-44,Female,Group A,46721,68.11,35429,75.83
Central,2010,15-24,Female,Group B,30658,75.69,28169,91.88
East,2024,0-14,Male,Group C,23956,85.55,20732,86.54
North,2023,25-44,Female,Group C,47901,64.05,34055,71.09
West,2013,65+,Male,Group B,13492,86.77,6976,51.7
East,2015,15-24,Female,Group A,45394,78.57,9534,21.0
East,2022,0-14,Male,Group A,25890,59.13,38092,147.13
South,2018,45-64,Male,Group A,46358,78.96,28684,61.87
West,2010,15-24,Female,Group A,17256,57.87,29031,168.24
Central,2021,0-14,Male,Group C,22471,55.62,23865,106.2
East,2010,45-64,Male,Group A,7571,93.25,29405,388.39
Central,2022,0-14,Female,Group B,28074,76.07,7254,25.84
East,2022,45-64,Female,Group B,47017,78.36,1228,2.61
Central,2014,45-64,Female,Group B,19775,67.04,10568,53.44
West,2019,45-64,Male,Group B,45251,78.34,21635,47.81
South,2014,0-14,Female,Group A,7086,62.26,17254,243.49
West,2014,45-64,Male,Group C,20203,87.06,37562,185.92
North,2019,15-24,Female,Group D,27265,90.4,14811,54.32
South,2015,65+,Female,Group A,11141,91.8,13594,122.02
West,2017,65+,Male,Group D,37235,59.59,34823,93.52
North,2012,45-64,Male,Group C,1322,78.98,30948,2341.0
East,2018,65+,Male,Group A,33489,89.78,31924,95.33
East,2022,65+,Female,Group D,40148,60.51,26782,66.71
Central,2010,45-64,Female,Group C,12629,59.28,13797,109.25
South,2013,45-64,Female,Group D,16043,90.13,10080,62.83
East,2018,15-24,Male,Group B,26463,89.26,21015,79.41
South,2024,25-44,Male,Group B,37156,74.29,17153,46.16
East,2023,0-14,Male,Group C,30165,59.72,23040,76.38
Central,2017,45-64,Male,Group C,13999,77.19,13086,93.48
West,2019,45-64,Female,Group D,10852,71.98,12166,112.11
Central,2018,65+,Male,Group C,20154,77.3,25640,127.22
North,2010,15-24,Male,Group B,10617,73.92,6714,63.24
East,2018,65+,Female,Group B,21577,79.45,37868,175.5
North,2012,45-64,Female,Group A,46040,86.27,5549,12.05
North,2020,45-64,Male,Group D,4493,88.32,1229,27.35
South,2021,65+,Male,Group C,19482,82.91,6816,34.99
East,2019,45-64,Male,Group C,34934,63.55,34964,100.09
North,2018,25-44,Male,Group C,16812,72.08,26024,154.79
West,2010,0-14,Male,Group D,44541,58.06,26912,60.42
North,2010,0-14,Male,Group B,14838,74.42,18671,125.83
West,2018,0-14,Female,Group C,30673,96.72,25456,82.99
South,2020,25-44,Female,Group C,38025,82.59,33342,87.68
North,2023,45-64,Female,Group B,27190,61.65,3245,11.93
Central,2015,65+,Female,Group C,27828,66.55,14928,53.64
South,2013,15-24,Male,Group A,11860,57.78,29913,252.22
West,2016,45-64,Male,Group B,39383,62.84,14038,35.64
South,2014,25-44,Male,Group B,38705,75.98,22859,59.06
North,2019,25-44,Male,Group B,23125,69.83,38917,168.29
East,2023,0-14,Female,Group A,42540,63.77,33773,79.39
East,2016,45-64,Male,Group B,45394,61.3,6552,14.43
West,2017,0-14,Male,Group D,32350,83.21,39438,121.91
West,2017,15-24,Male,Group D,16971,79.0,23230,136.88
East,2010,0-14,Male,Group D,40383,91.23,33246,82.33
West,2017,15-24,Female,Group B,27776,62.88,1605,5.78
South,2015,25-44,Male,Group B,3203,91.46,7350,229.47
Central,2013,0-14,Female,Group B,11651,79.85,29823,255.97
Central,2022,0-14,Male,Group A,27498,66.45,17916,65.15
South,2023,65+,Male,Group D,4647,66.76,8265,177.86
Central,2021,25-44,Male,Group C,35015,71.79,12764,36.45
North,2017,65+,Female,Group C,8732,74.79,19731,225.96
South,2012,15-24,Male,Group B,15651,58.55,3649,23.31
West,2022,15-24,Male,Group A,10830,91.21,33400,308.4
South,2013,25-44,Male,Group B,49690,60.23,33977,68.38
East,2024,15-24,Female,Group C,11776,75.79,7479,63.51
West,2015,25-44,Female,Group D,19035,71.47,5391,28.32
East,2020,15-24,Male,Group C,37205,77.03,8708,23.41
West,2016,45-64,Female,Group D,40154,93.16,5507,13.71
Central,2013,0-14,Male,Group D,43550,97.53,4416,10.14
South,2013,45-64,Male,Group A,33476,55.87,1565,4.67
North,2016,25-44,Female,Group C,1099,71.91,39764,3618.2
West,2015,25-44,Male,Group B,4209,90.16,9327,221.6
West,2022,45-64,Male,Group A,24610,69.04,20102,81.68
East,2020,0-14,Female,Group D,49865,82.91,35736,71.67
Central,2017,0-14,Female,Group C,6223,97.67,695,11.17
East,2010,65+,Female,Group B,47272,82.81,3792,8.02
East,2019,15-24,Female,Group A,43036,59.78,2432,5.65
Central,2022,65+,Male,Group B,27894,91.25,19519,69.98
North,2020,0-14,Male,Group C,10816,96.57,14867,137.45
East,2016,45-64,Male,Group B,23122,85.64,13200,57.09
East,2021,15-24,Male,Group A,25344,73.02,6919,27.3
West,2016,45-64,Male,Group B,41240,95.78,4645,11.26
Central,2020,65+,Male,Group C,21662,96.65,35335,163.12
South,2016,25-44,Male,Group A,29333,95.21,10976,37.42
North,2016,45-64,Male,Group D,17706,72.71,39523,223.22
North,2019,65+,Female,Group A,25001,88.96,17489,69.95
Central,2023,65+,Male,Group C,48814,83.13,11619,23.8
West,2019,65+,Male,Group B,10791,62.73,8100,75.06
West,2017,25-44,Male,Group D,45062,78.03,26603,59.04
Central,2018,25-44,Male,Group D,12159,87.15,28498,234.38
West,2018,25-44,Male,Group B,25726,93.52,27356,106.34
North,2011,15-24,Female,Group C,41251,92.09,37565,91.06
North,2022,25-44,Female,Group A,7000,61.65,24237,346.24
South,2022,25-44,Female,Group C,2134,75.99,5209,244.1
Central,2016,25-44,Male,Group D,14559,75.57,7435,51.07
East,2016,45-64,Male,Group A,5314,93.65,26291,494.75
East,2013,25-44,Male,Group A,4576,55.08,38256,836.01
South,2018,15-24,Male,Group B,41658,86.76,39104,93.87
South,2017,65+,Female,Group C,38710,81.6,11395,29.44
West,2021,45-64,Female,Group A,26431,94.63,39574,149.73
South,2010,0-14,Male,Group B,32507,74.65,26448,81.36
South,2011,25-44,Male,Group C,23244,83.28,26426,113.69
East,2022,65+,Female,Group D,30896,96.83,20979,67.9
West,2024,65+,Female,Group D,23583,86.99,10866,46.08
South,2022,45-64,Female,Group C,36773,57.9,20579,55.96
South,2011,0-14,Female,Group A,25776,62.2,31909,123.79
West,2021,15-24,Female,Group A,1002,90.32,31018,3095.61
Central,2021,65+,Female,Group D,13256,69.4,31149,234.98
West,2020,65+,Female,Group D,14762,85.35,26053,176.49
East,2024,65+,Male,Group A,49409,85.09,34395,69.61
Central,2024,65+,Male,Group C,11105,97.73,22197,199.88
North,2017,45-64,Female,Group D,41207,75.2,36070,87.53
West,2024,0-14,Male,Group A,22916,86.73,34314,149.74
East,2010,65+,Female,Group C,37987,57.1,30071,79.16
Central,2013,15-24,Male,Group B,41016,74.89,2161,5.27
West,2019,15-24,Female,Group C,28043,63.03,37580,134.01
South,2021,25-44,Male,Group A,31780,91.14,5890,18.53
West,2014,65+,Female,Group C,3370,91.12,15368,456.02
North,2018,65+,Male,Group A,5258,65.16,5658,107.61
West,2016,65+,Male,Group D,46306,68.69,27142,58.61
Central,2017,65+,Female,Group B,39236,85.21,10233,26.08
Central,2023,65+,Female,Group D,12159,86.75,8247,67.83
West,2020,15-24,Female,Group D,41058,83.28,5102,12.43
Central,2018,0-14,Male,Group A,10085,97.86,1696,16.82
South,2022,0-14,Male,Group A,28403,92.35,27864,98.1
West,2016,25-44,Male,Group A,37539,72.93,4782,12.74
South,2014,15-24,Male,Group A,4823,69.06,29682,615.43
South,2022,65+,Female,Group D,27470,80.66,35011,127.45
East,2024,0-14,Female,Group A,35306,90.16,36344,102.94
West,2014,45-64,Male,Group A,49245,75.44,32072,65.13
Central,2019,45-64,Female,Group D,5961,86.72,17418,292.2
South,2020,45-64,Female,Group B,41331,55.82,17207,41.63
East,2015,65+,Female,Group B,34530,94.81,20566,59.56
West,2014,65+,Female,Group C,6231,88.27,30027,481.9
West,2022,25-44,Male,Group D,22000,71.95,38408,174.58
North,2021,25-44,Female,Group A,10403,71.51,33464,321.68
North,2020,25-44,Female,Group C,33617,59.42,31807,94.62
South,2018,45-64,Female,Group B,29102,90.09,27205,93.48
North,2012,65+,Male,Group B,31674,88.05,31675,100.0
South,2012,45-64,Female,Group D,33708,82.1,17126,50.81
Central,2024,25-44,Male,Group A,19692,59.36,33883,172.06
South,2016,65+,Male,Group A,14399,66.28,18385,127.68
North,2016,15-24,Female,Group C,19446,74.73,11474,59.0
Central,2015,0-14,Female,Group B,3652,66.44,34147,935.02
North,2012,0-14,Male,Group C,26460,73.66,35039,132.42
South,2023,25-44,Male,Group C,10747,64.72,27514,256.02
East,2022,45-64,Male,Group C,31306,70.03,30488,97.39
West,2016,15-24,Male,Group A,26073,83.05,26092,100.07
North,2014,65+,Female,Group B,42882,93.37,25882,60.36
South,2016,45-64,Male,Group C,49725,71.56,1789,3.6
Central,2011,25-44,Female,Group B,26538,84.75,31009,116.85
North,2015,45-64,Female,Group B,28270,60.8,19070,67.46
North,2023,25-44,Male,Group C,7449,78.26,8879,119.2
West,2017,0-14,Female,Group C,2705,94.63,9003,332.83
South,2010,0-14,Male,Group D,18355,56.2,27850,151.73
East,2013,45-64,Male,Group A,20064,66.5,9729,48.49
Central,2020,15-24,Male,Group B,13633,60.7,29198,214.17
South,2010,65+,Female,Group C,18614,77.92,10592,56.9
Central,2023,25-44,Female,Group C,33303,84.22,37465,112.5
North,2010,65+,Male,Group B,30285,57.48,4783,15.79
West,2019,0-14,Female,Group C,38802,58.02,26890,69.3
West,2021,15-24,Female,Group D,24045,92.39,10528,43.78
East,2023,15-24,Female,Group B,41277,74.62,21838,52.91
West,2023,65+,Female,Group C,11452,74.91,16438,143.54
North,2020,0-14,Female,Group B,3035,95.62,39313,1295.32
East,2017,65+,Male,Group C,25221,68.77,23155,91.81
South,2016,45-64,Female,Group C,5463,93.57,21882,400.55
West,2021,15-24,Female,Group A,13207,96.89,16662,126.16
East,2019,15-24,Male,Group B,13360,65.39,5852,43.8
North,2022,45-64,Female,Group A,14747,77.1,16961,115.01
Central,2010,0-14,Female,Group C,17910,77.98,30435,169.93
Central,2020,15-24,Female,Group B,18170,92.25,24551,135.12
North,2023,25-44,Male,Group B,19730,68.07,11376,57.66
North,2022,25-44,Female,Group D,41780,89.32,38909,93.13
Central,2011,0-14,Female,Group D,24658,96.75,34114,138.35
East,2013,45-64,Male,Group C,14387,91.13,25839,179.6
Central,2010,65+,Male,Group C,35561,94.09,2416,6.79
North,2012,0-14,Female,Group C,24310,85.46,27615,113.6
West,2017,65+,Male,Group C,44624,93.87,32857,73.63
South,2017,0-14,Male,Group D,43286,62.09,38417,88.75
West,2017,25-44,Male,Group B,25858,85.63,18047,69.79
West,2015,45-64,Female,Group A,46088,86.47,18100,39.27
North,2015,25-44,Female,Group B,16433,73.88,11442,69.63
Central,2014,45-64,Male,Group B,30534,58.43,31273,102.42
East,2022,65+,Male,Group D,2447,81.77,37391,1528.03
West,2018,0-14,Male,Group B,20215,57.23,18110,89.59
Central,2013,15-24,Male,Group B,31456,71.44,28386,90.24
East,2019,15-24,Female,Group C,22144,71.93,15178,68.54
West,2024,45-64,Male,Group A,15810,97.95,13806,87.32
East,2021,45-64,Female,Group B,22950,67.89,32231,140.44
Central,2021,25-44,Male,Group B,16803,90.28,7621,45.35
South,2021,15-24,Female,Group A,48282,57.29,2748,5.69
Central,2016,25-44,Female,Group C,24531,77.78,7452,30.38
North,2010,65+,Male,Group D,29750,78.08,13049,43.86
East,2024,15-24,Female,Group D,22353,82.04,4808,21.51
South,2018,65+,Female,Group B,18477,89.83,25291,136.88
East,2016,0-14,Female,Group C,43207,87.76,6945,16.07
East,2019,25-44,Male,Group D,14965,87.72,36030,240.76
West,2021,45-64,Female,Group D,10725,73.59,38249,356.63
North,2018,15-24,Female,Group D,40972,86.28,37730,92.09
East,2016,25-44,Male,Group D,17140,76.13,30422,177.49
Central,2011,45-64,Male,Group D,32035,57.88,9840,30.72
Central,2024,0-14,Female,Group B,39780,93.28,33934,85.3
West,2015,15-24,Female,Group D,3491,93.28,22278,638.16
North,2019,65+,Male,Group B,18301,68.88,33075,180.73
North,2021,0-14,Male,Group A,24644,94.3,23765,96.43
Central,2020,45-64,Female,Group A,8465,87.59,709,8.38
South,2013,15-24,Female,Group C,14230,72.23,7015,49.3
West,2012,15-24,Male,Group B,30053,69.25,36839,122.58
West,2011,0-14,Male,Group C,8801,96.93,32608,370.5
Central,2015,15-24,Female,Group A,19436,85.64,23092,118.81
Central,2017,45-64,Female,Group A,42517,71.29,13476,31.7
South,2015,0-14,Male,Group A,14655,82.61,3700,25.25
South,2018,65+,Female,Group A,21617,79.58,12746,58.96
North,2023,0-14,Female,Group D,49348,77.56,15242,30.89
West,2014,0-14,Female,Group A,2542,82.72,39038,1535.72
West,2011,65+,Female,Group D,19065,78.12,38353,201.17
Central,2017,45-64,Male,Group D,48102,83.16,429,0.89
North,2018,25-44,Male,Group C,37760,94.03,24925,66.01
